aac_charlemagne_capital	Charlemagne's Capital
NKO_diplomacy	Establishing Diplomatic Ties
NKO_trade	Dominating Trade
NKO_rulers	Noble Elite
NKO_advisors	Joining our court
NKO_religion	Core Beliefs
NKO_administration	Advancing our administration
NKR_hunting	Traditional Hunting
NKR_taehak	Taehak
NKR_northern_threat	The Northern Threat
NKR_tomb_paintings	Tomb Paintings
NKR_sasin	The Sasin
NKR_dongmaeng	Dongmaeng
NKR_sui_dynasty	Destroyer of the Sui Dynasty
the_question_of_ming_succession	The Question of Ming Succession
zhu_chenhao	Zhu Chenhao
coercion_leads_to_deals	Coercion and Deals
claiming_or_making_the_throne	Claiming or Making the Throne
core_at_nanchang	Core at Nanchang
widespread_support	Widespread Support
behold_the_prince_of_ning	Behold, the Prince of Ning
confederation_of_turkic_and_mongols	Confederation of Turkic and Mongol Tribes
the_manghits	The Manghits
centralize_the_lesser_greater_nogay	Centralize the Nogai People
weak_religious_institutions	Weak Religious Institutions
khanate_rivalries	Khanate Rivals
keep_nomadic_traditions	Keep our Nomadic Traditions
fluid_political_organization	Fluid Political Organization
nol_secure_percy_rule	Secure Percy Rule
nol_memory_of_hegemony	The Memory of Northumbrian Hegemony
nol_cradle_of_british_christianity	Cradle of British Christianity
nol_land_of_castles	A Land of Castles
nol_lindisfarne_gospels	Lindisfarne Gospels
nol_literary_and_philosophical_society	The Literary and Philosophical Society
nol_coals_to_newcastle	Taking Coals to Newcastle
aborig_sacred	The Sacred Lands
aborig_dreamtime	Dreamtime
aborig_walkabout	Walkabout
aborig_art	Aboriginal Art
aborig_outback	People of the Outback
aborig_fire_stick_farming	Fire-stick Farming
aborig_music	Musical Tradition
natural_seamanship	Natural Seamanship
call_of_our_forefathers	The Call of our Forefathers
pioneer_spirit	Pioneer Spirit
nor_shipbuilding	Military Shipbuilding
seize_the_opportunity	Seize the Opportunity
nor_fishing	Encouraged Fishing
write_new_sagas	Write New Sagas
northern_center_of_arts	Northern Center of Arts
city_of_churches	City of Churches
ivans_hundred	Ivan's Hundred
control_of_the_hanseatic_kontor	Control of the Hanseatic Kontor
grand_dukes_army	Grand Duke's Army
exploration_tradition	Funding the Ushkuiniks
baltic_shipyard	Baltic Shipyard
NPH_phon_alphabet	Phoenician Alphabet
NPH_trading_cities	Phoenician Trading Cities
NPH_alliance_networks	Alliance Networks
NPH_trans_atlantic	Trans Atlantic Routes.
NPH_phoenician_ships	Masters of Shipbuilding
NPH_new_world_ties	New World Ties.
NPH_fertile_lands	Fertile Islands
divya_upadesh	The Divya Upadesh
land_of_peaks	Land of Peaks
valleys_united	Our Valleys United
rajput_refugees	Rajput Refugees
royal_kumari	The Royal Kumari
gurkha_recruits	The Gurkhas
envelopment_and_blockade	Envelopment and Blockade 
natural_seamanship	Natural Seamanship
call_of_our_forefathers	The Call of our Forefathers
pioneer_spirit	Pioneer Spirit
nor_shipbuilding	Military Shipbuilding
seize_the_opportunity	Seize the Opportunity
nor_fishing	Encouraged Fishing
write_new_sagas	Write New Sagas
ancient_contention	Ancient Contention
chateau_de_rouen	Chateau de Rouen
reassert_and_compound_on_the_norman_charter	The Norman Charter
empower_norman_administrators	Empower Norman Administrators
channel_Ambition	Channel Ambition
norman_revival	Norman Revival
all_for_france	All for France
nassau_castle	Nassau Castle
house_of_nassau	The House of Nassau
remember_count_adolf_of_nassau	Count Adolf of Nassau
dynastic_politics	Dynastic Politics
reformation_fervor_in_nassau	Reformation Fervor in Nassau
dynastic_branches	Dynastic Branching Paths
choosing_an_ambition	Choosing an Ambition
ICE_christian_identity	Christian Identity
JUT_the_peninsula_trade	The Peninsula Trade
GTA_beowulf	Beowulf
fro_brave_warriors	Brave Warriors
GTA_a_christian_viking	A Christian Viking
pioneer_spirit	Pioneer Spirit
SCN_monopoly_on_herring	Monopoly on Herring
NSS_piracy	Piracy is our game
NSS_safe_haven	Safe Haven
NSS_fast_fleets	Fast Fleets
NSS_pirate_politics	Pirate politics
NSS_fleets_of_mercs	Fleet of mercenaries
NSS_floating_capital	Floating Capital
NSS_choosing_an_ambition	Choosing an Ambition
NTC_dwellers_of_tipis	Dwellers of Tipis
NTC_bow_archery	Bow Archery
NTC_bison_hunters	Bison Hunters
NTC_peaceful_people	Peaceful People
NTC_sun_dance	Sun Dance
NTC_plains_sign_language	Plains Sign Language
NTC_horse_riders	Horse Riders
NTZ_council_of_elders	Council of Elders
NTZ_great_chief	Great Chief
NTZ_petroglyphs	Petroglyphs
NTZ_sign_language	Native Sign Language
NTZ_gender_parity	Gender Parity
NTZ_little_brother_of_war	Little Brother of War
NTZ_sunrise_invasion	Sunrise Invasion
rise_from_the_ashes	Rise from the Ashes
horse_and_camel_exports	Horse and Camel Exports
strategic_use_of_the_nile	Strategic Use of the Nile
defeat_petty_rulers_inside	Defeating Petty Rulers
raids_and_movements	Raids and Movements
battles_for_control_of_the_nile	Wars for the Nile
the_question_of_piety	The Question of Piety
keep_castellans	Keep Castellans
continue_to_hold_imperial_diets	Continue to hold Imperial Diets
center_of_the_german_renaissance	Center of the German Renaissance
great_letter_of_freedom_1298	Great Letter of Freedom
spilloff_from_our_fame	Overflow from our Fame
armed_neutrality	Armed Neutrality
preserve_our_status	Preserve our Status
times_of_rare_unification	Rarely Unified
etsu_nupe	Etsu Nupe
traditional_customs_with_islam	To Share in Faith
the_nupe_hero_tsoede	The Legacy of Tsoede
assimilate_the_border_people	Taking in the Border People
power_through_marriages_and_kinship	The Power of Kin
fight_back_against_islamic_conquest	Clashes against Islam
nvk_hunting_economy	Hunting Economy
nvk_blood_money	Blood Money
nvk_the_mighty_amur	The Mighty Amur
nvk_evenki_reindeer	Evenki Reindeer
nvk_mongol_assistance	Mongol Assistance
nvk_sakhalin_conquest	Sakhalin Conquest
nvk_treaty_of_nerchinsk	Treaty of Nerchinsk
NVR_jadega_kutch	Jadega of Kutch
NVR_jewels	Jewels of India
NVR_salute_state	15 Gun Salute
NVR_trade_with_persia	Trade with Persis
NVR_afghani_influence	Afghani Influence
NVR_conquest	Conquering with efficiency
NVR_diplomatic_corps	Diplomatic Corps
nzh_at_the_confluence_of_two_giants	At The Confluence Of Giants
nzh_crossroads_of_nations	Crossroads Of Nations
nzh_issue_land_reforms	Issue Land Reforms
nzh_citadel_of_russia	Citadel Of Russia
nzh_expand_to_the_east	To The East!
nzh_open_up_the_river_trade	Open Up The River Trade
nzh_russian_ambition	Russian Ambition
NZL_maori_seats	Maori Seats
NZL_otago_gold	The Otago Gold Rush
NZL_piopiotahi	Piopiotahi
NZL_haka	The Kiwi Haka
NZL_company	The New Zealand Company
NZL_rejecting_australia	Rejecting the Australia Constitution
NZL_pokarekare_ana	Pokarekare Ana
OAH_cultural_capital	Cultural Capital of Hawaii
OAH_polynesian_roots	Polynesian Roots
OAH_naval_might	Naval Supremacy
OAH_unification_of_the_islands	Unification of the Islands
OAH_honolulu	Honolulu
OAH_discipline	Improve Army Discipline
OAH_western_port	The Great Western Port
obo_charlemagne_allies	Friends of the Franks
obo_combat_the_danes	Combat the Danes
obo_legacy_of_niklot	Legacy of Niklot
obo_polabian_pride	Polabian Pride
obo_hanseatic_links	The Hansa Connection
obo_reric_trade_emporion	Reric Emporium
obo_plains_of_pomerania	The plains of Pomerania
conflicts_against_muslims	Conflicts with Muslims
intersection_of_trade_routes	Intersection of Trade Routes
code_of_laws	Code of Laws
a_volatile_region	Our Volatile Region
peasant_soldiers	Peasant Soldiers
bastion_of_orthodoxy	Bastion of Orthodoxy
succeed_the_old_khans	Succeed the Old Khans
oda_rakuichi_rakuza	Rakuichi & Rakuza
oda_tenka_fubu	Tenka Fubu
oda_generals	Oda Generals
oda_azuchi_castle	Influential Strongholds
oda_triple_firing	Triple Firing
oda_patronization_of_the_west	Patronization of the West
oda_kenchi	Kenchi
prosperous_land_of_oudh	Prosperous Lands
into_other_nations	Into Other Nations
the_oudh_bequest	The Oudh Bequest
stave_off_foreign_threats	Foreign Threats
secular_practices_in_government	Secular Practices in Government
encompassing_many_faiths	Encompassing Many Faiths
promoting_urban_development	Promote Oudh Development
OGD_mahkzumi_dynasty	Mahkzumi Dynasty
OGD_ifat_sultanate	Ifat Sultanate
OGD_wild_dogs	African Wild Dogs
OGD_shebelle_valley	Shebelle Valley
OGD_ethiopian_control	Ethiopian Control
OGD_adal_sultanate	Adal Sultanate
OGD_native_languages	Native Languages
OEO_dwellers_of_tipis	Dwellers of Tipis
OEO_bow_archery	Bow Archery
OEO_bison_hunters	Bison Hunters
OEO_peaceful_people	Peaceful People
OEO_sun_dance	Sun Dance
OEO_plains_sign_language	Plains Sign Language
OEO_horse_riders	Horse Riders
ogs_shinano_shugo	Shinano Shugo
ogs_suwa_taisha	Suwa Taisha
ogs_kiso_uma	Kiso-uma
ogs_unification_of_ten_kori	Unification of the Kori
ogs_ogasawara_ryu	Ogasawara-ryu
ogs_improvment_of_nakasendo	Improving the Nakasendo
ogs_zenkoji	Zenko-ji
OHK_pueblo_migration	Pueblo Migrations
OHK_cactus_and_lizards	Cactus and Reptiles
OHK_embracing_of_ideals	Embracing of ideals
OHK_historic_lands	Historic birthright
OHK_stone_and_brick	Stone and Brick
OHK_village_of_strong	Village of the Strong
OHK_rio_grande_estuary	Rio Grande Estuary
fearsome_warriors_of_tumu	Fearsome Warriors of Tumu
life_of_steppe_warrior	The Life of a Steppe Warrior
the_four_oirats	The Four Oirats
todo_besheg_script	Todo Besheg Script
OIR_great_khans_legacy	Legacy of the Great Khan
defiance_of_the_dzungars	Defiance of the Dzungars
glory_of_conquest	The Glory of Conquest
trade_along_the_great_lakes	Great Lakes Trade
ojibwe_population_spread	Population Spread
reunite_the_stopping_places	Reunite the Stopping Places
trading_for_weapons	Trading for Weapons
ojibwe_expansion	Ojibwe Expansion
downfall_of_the_iroquois	Rise to Prominence
the_council_three_fires	The Council of Three Fires
oka_heirs_of_chernigov	Heirs of Chernigov
oka_dynamic_diplomacy	Dynamic Diplomacy
oka_strengthen_our_tatar_ties	Commit to Tatar Ties
oka_safeguard_agnatic_seniority	Safeguard Agnatic Seniority
oka_cities_of_the_upper_oka_valley	Cities of the Upper Oka Valley
oka_fortification_efforts	Fortification Efforts
oka_strengthen_the_oka_river_trade	Strengthen the Oka River Trade
okn_coastal_trade	Coastal Trade
okn_orkneyinga_saga	Orkneyinga Saga
okn_hardened_settlers	Hardened Settlers
okn_refuge_for_the_jacobites	Refuge for the Jacobites
okn_kingdom_of_the_isles	Kingdom of the Isles
okn_sons_of_somerled	Sons of Somerled
okn_norn_tongue	Norn Tongue
contested_north	Contested Northern Land
ties_to_the_hansa	Ties to the Hanseatic
vassals_of_saxons	Vassals of Saxons
frisian_tension	Tensions with the Frisian People
religious_tension	The Question of Religion
secure_trade_connections	Secure Trade Connections
secularize_the_nation	Secularize the Nation
local_merchant_preference	Local Merchant Preference
secured_timber_supplies	Securing Timber Supplies
association_with_unbelievers	Association With Unbelievers
port_security_improvement	Port Security Improvements
end_of_shipbuilding_guilds	End of the Shipbuilding Guilds
skilled_captains	Skilled Captains
expansion_of_trade_contacts	Expansion of Trade Contacts
ONE_turtle_clan	Turtle Clan
ONE_deer_clan	Deer Clan
ONE_bear_clan	Bear Clan
ONE_wolf_clan	Wolf Clan
ONE_marten_clan	Marten Clan
ONE_eagle_clan	Eagle Clan
ONE_crane_clan	Crane Clan
ONO_turtle_clan	Turtle Clan
ONO_deer_clan	Deer Clan
ONO_bear_clan	Bear Clan
ONO_wolf_clan	Wolf Clan
ONO_marten_clan	Marten Clan
ONO_eagle_clan	Eagle Clan
ONO_crane_clan	Crane Clan
OPL_Silesian_Entrenchment	Silesian Entrenchment
OPL_Opole_Castle	Relocation of Opole Castle
OPL_Crumbled_Piast_Realm	Crumbled Piast Realm
OPL_Satellite_Towns	Satellite Towns
OPL_Cultures	A Confluence of Cultures
OPL_Home	Kehr ich einst zur Heimat wieder...
OPL_Silesian_Venice	Silesian Venice
ord_english_service	English Service
ord_courts_of_europe	The Courts of Europe
ord_wool_earl	The Wool Earl
ord_locals_in_line	Keeping the Locals in Line
ord_irish_rivalries	Irish Rivalries
ord_subdue_irish	Irish Siegecraft
ord_build_on_success	Entrenchment of the Butler Dynasty
orl_brothers_of_kings	Monsieur d'Orleans
orl_maid_of_orleans	The Maid of Orleans
orl_faith_and_devotion	Faith and Devotion
orl_saffron_of_boynes	Saffron of Boynes
orl_chateaux_of_the_loire_valley	Chateaux of the Loire Valley
orl_calvin_and_moliere	Calvin and Molière
french_language_in_all_courts	French Language in All Courts
lord_of_elephants	Lord of the Elephants
servitor_of_jagganath	Servitor of Jagannath
parikshas	Parikshas
refined_cloth_production	Refined Cloth Production
patronize_temple_construction	Patronize Temple Construction
encourage_salt_trade	Encourage the Salt Trade
heritage_of_the_sadhabas	Heritage of the Sadhabas
orm_a_vast_emporium	A Vast Emporium
orm_protecting_the_islands	Protecting the Islands
orm_moqarrariya	Reform the Moqarrariya
orm_far_reaching_diplomacy	Far-reaching Diplomacy
orm_secure_trading_monopoly	Maintain Trading Monopoly
orm_develop_qeshm_and_ormuz	Develop Qeshm and Hormuz
orm_ormuzi_navy	Hormuzi Naval Expansion
ORO_gada	Gada
ORO_pastoralism	Pastorialism
ORO_customs	Assimilating other customs
ORO_coffee	Power of Coffee
ORO_language	Written Language
ORO_caste_system	Caste System
ORO_calendar	Borano Calendar
OSA_touch_and_go_relations	Touch-and-Go Relations
OSA_wars_with_the_iroquois	Wars with the Iroquois
OSA_resettle_and_reunite	Resettle and Reunite
OSA_introduce_cavalry_warfare	Introduce Cavalry Warfare
OSA_legacy_as_great_traders	Legacy as Great Traders
OSA_osage_tradeing_power_base	Trading Power
OSA_fight_for_survival	Fight for Survival
OSH_nation_of_wolves	Nation of Wolves
OSH_stationary_tribe	Stationary Tribe
OSH_ritual_leadership	Ritual Leadership
OSH_movement_across_lakes	Movement across lakes
OSH_ceremonial_shamans	Ceremonial Shamans
OSH_assistance_of_strangers	Assistance of Strangers
OSH_fur_trade	Fur Trader
millets	Kanunnames
ghazi	Ghazi
timariot_system	Timar System
autonmous_pashas	Autonomous Pashas
lawcode_of_suleiman_01	The Law code of Suleiman
tulip_period	Tulip Period
imperial_school_of_naval_engineering	Found the Imperial School of Naval Engineering
OSN_Denmark	From Denmark to Rhineland
OSN_Duchy	Reunite the Stem Duchy
OSN_Ostseidlung	Lead the Ostsiedlung
OSN_Marches	The Marches
OSN_Rathaus	Rathaus
OSN_Goslar	St Peters Cathedral
OSN_Old_Wars	Remember the Wars
otm_domination_of_northern_kyushu	Unite the Clans
otm_lord_of_bungo	Lord of Bungo
otm_brave_retainers	Loyal Retainers
otm_nanban_trade	Welcoming the Nanban Trade
otm_christian_conversion	Christian Converts
otm_tensho_embassy	Tensho Embassy
otm_kunikuzushi	Kunikuzushi
blacksmiths_of_mesoamerica	The Blacksmiths
elders_of_mesoamerica	The Elders
subjected_to_the_triple_alliance	Subjects of the Triple Alliance
rivals_of_the_aztec_triple_alliance	Rivals of the Triple Alliance
adopt_the_otomi_military_order	Adopt the Otomi Order
consolidate_otomi_lands	Consolidating Otomi Lands
evolving_the_otomi_state	The Evolving Otomi State
trading_specialty	Trading Specialty
great_lakes_warfare	Great Likes Warfare
from_the_third_stopping_point	From the Third Stopping Place
ottawa_trade_monopoly	Trade Monopolies
wars_of_trade	Wars of Trade
secured_ottawa_trading_base	Secured Trading Base
the_council_three_fires	The Council of Three Fires
ouc_descendant_of_baekje	Descendant of Baekje
ouc_korea_trade	Korean Trade
ouc_fight_against_wokou	Protect Against Piracy
ouc_hakata_city	The Merchants of Hakata City
ouc_mercantile_diplomacy	Mercantile Diplomacy
ouc_welcome_missionaries	Welcome the Westerners
ouc_retainer_factions	Retainer Factions
metropolitan_oyo_ile	Metropolitan Oyo-Ile
nupe_rivalry	Nupe Rivalry
armored_cavalry_warfare	Armored Cavalry
reformation_of_oyo_ranks	Reformation of the Oyo Ranks
layered_metropolitan_layout	Layered and Structured Cities
grand_political_structure	Grand Political Structure
imperial_expansion	Imperial Expansion
PAD_Hellweg	Hellweg vor dem Santforde
PAD_cathedral	Paderborn Cathedral
PAD_staple_right	Staple Right
PAD_wichgraf	Curtail the Wichgraf
PAD_academics	Old Academics
PAD_military_schools	Military Schools
PAD_apothecaries	German Apothecaries
pah_malayan_gold	Malayan Gold
pah_malay_literature	Promotion of Malay Literature
pah_joining_malay_world	Joining the Malay World
pah_assimiliate_tribes	Tribal Assimiliation
pah_forest_clearing	Forest Clearings
pah_european_diplomacy	European Diplomacy
pah_bugis_silk_weaving	Bugis Silk Weaving Techniques
imperial_vicar_and_archsteward	Imperial Vicar and Archsteward
heidelberg_university	Heidelberg University
center_of_reformation_in_southern_germany	Center of Reformation in Southern Germany
bibliotheca_palatina	Bibliotheca Palatina
heidelberg_catechism	Heidelberg Catechism
hortus_palatinus	Hortus Palatinus
mannheim_school_of_orchestra	Mannheim school of Orchestra
past_raids_against_us	Past Raids Against Us
build_up_kalinjar_fort	Build up Kalinjar Fort
temples_of_kalinjar_fort	Temples of Kalinjar Fort
take_back_our_architectual_legacy	Our Architectual Legacy
past_feudatory_of_gujara_pratiharas	The Memory of Gujara-Pratihara
the_destroyer_of_time	'The Destroyer of Time'
control_of_the_vindhyans	Control of the Vindhyan Range
ecclesiastical_primacy	Ecclesiastical Primacy
papal_investiture_and_tithes	Papal Investiture and Tithes
glory_of_rome	Glory of Rome
donation_of_constantine	Donation of Constantine
centralize_the_states	Centralize the States
the_vatican_museums	The Vatican Museums
holy_father	The Holy Father
legacy_of_the_antipopes	Legacy of the Antipopes
family_possessions_of_parma	Family Obligations of Possessions
heart_of_the_italian_wars	Heart of the Italian Wars
university_and_nobles_college	Ensuring Quality Education
adjusting_the_power_of_barons	Power Adjustments
strive_for_the_future_of	The Future of Ideas
primed_for_enlightened	Parma is Prepared
pat_pepper	Pepper Production
